MDDv1.1_SciName,MDDv1.2_SciName,Comments,Category,References
Nycticebus_coucang,Nycticebus_hilleri,split from N. coucang,split,"Nekaris, K. A. I., & Jaffe, S. (2007). Unexpected diversity of slow lorises (Nycticebus spp.) within the Javan pet trade: implications for slow loris taxonomy. Contributions to Zoology, 76(3), 187-196.|Nekaris, K.A.I. & Poindexter, S. 2020. Nycticebus hilleri. The IUCN Red List of Threatened Species 2020: e.T163019804A163020000. https://dx.doi.org/10.2305/IUCN.UK.2020-2.RLTS.T163019804A163020000.en. Downloaded on 11 August 2020.|Blair, M. E., Cao, G. T., López-Nandam, E. H., Veronese-Paniagua, D. A., Birchette, M. G., Kenyon, M., ... & Le, M. D. (2023). Molecular Phylogenetic Relationships and Unveiling Novel Genetic Diversity among Slow and Pygmy Lorises, including Resurrection of Xanthonycticebus intermedius. Genes, 14(3), 643."
Hypsugo_crassulus,Nycticeinops_bellieri,split from H. crassulus,split,"Hutterer, R., Decher, J., Monadjem, A., & Astrin, J. (2019). A new genus and species of vesper bat from West Africa, with notes on Hypsugo, Neoromicia, and Pipistrellus (Chiroptera: Vespertilionidae). Acta Chiropterologica, 21(1), 1-22.|Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Ochotona_thibetana,Ochotona_sacraria,split from O. thibetana,split,"Lissovsky, A.A. 2014. Taxonomic revision of pikas Ochotona (Lagomorpha, Mammalia) at the species level. Mammalia 78(2): 199–216.|Liu, S. Y., Jin, W., Liao, R., Sun, Z. Y., Zeng, T., Fu, J. R., ... & Chen, L. M. (2017). Phylogenetic study of Ochotona based on mitochondrial Cyt b and morphology with a description of one new subgenus and five new species. Acta Theriologica Sinica, 37(1), 1-43.|Wang, X., Liang, D., Jin, W., Tang, M., Liu, S., & Zhang, P. (2020). Out of Tibet: Genomic Perspectives on the Evolutionary History of Extant Pikas. Molecular Biology and Evolution, 37(6), 1577-1592."
Perameles_bougainville,Perameles_fasciata,split from P. bougainville,split,"Travouillon, K. J., & Phillips, M. J. (2018). Total evidence analysis of the phylogenetic relationships of bandicoots and bilbies (Marsupialia: Peramelemorphia): reassessment of two species and description of a new species. Zootaxa, 4378(2), 224-256."
Perameles_bougainville,Perameles_myosuros,split from P. bougainville,split,"Travouillon, K. J., & Phillips, M. J. (2018). Total evidence analysis of the phylogenetic relationships of bandicoots and bilbies (Marsupialia: Peramelemorphia): reassessment of two species and description of a new species. Zootaxa, 4378(2), 224-256."
Perameles_bougainville,Perameles_notina,split from P. bougainville,split,"Travouillon, K. J., & Phillips, M. J. (2018). Total evidence analysis of the phylogenetic relationships of bandicoots and bilbies (Marsupialia: Peramelemorphia): reassessment of two species and description of a new species. Zootaxa, 4378(2), 224-256."
Peromyscus_maniculatus,Peromyscus_arcticus,split from P. maniculatus,split,"Lucid, M. K., & Cook, J. A. (2007). Cytochrome-b haplotypes suggest an undescribed Peromyscus species from the Yukon. Canadian Journal of Zoology, 85(8), 916-919.|Bradley, R. D., Francis, J. Q., Platt II, R. N., Soniat, T. J., Alvarez, D., & Lindsey, L. L. (2019). Mitochondrial DNA sequence data indicate evidence for multiple species within Peromyscus maniculatus. Museum of Texas Tech University.|Greenbaum, I. F., Honeycutt, R. L., & Chirhart, S. E. (2019). Taxonomy and phylogenetics of the Peromyscus maniculatus species group. From field to laboratory: a memorial volume in honor of Robert J. BaNer, 988-1001."
Peromyscus_perfulvus,Peromyscus_chrysopus,split from P. perfulvus,split,"Castañeda-Rico, S., León-Paniagua, L., Vázquez-Domínguez, E., & Navarro-Sigüenza, A. G. (2014). Evolutionary diversification and speciation in rodents of the Mexican lowlands: the Peromyscus melanophrys species group. Molecular Phylogenetics and Evolution, 70, 454-463.|López-González, C., García-Mendoza, D. F., López-Vidal, J. C., & Elizalde-Arellano, C. (2019). Multiple lines of evidence reveal a composite of species in the plateau mouse, Peromyscus melanophrys (Rodentia, Cricetidae). Journal of Mammalogy, 100(5), 1583-1598."
Peromyscus_maniculatus,Peromyscus_labecula,split from P. maniculatus,split,"Bradley, R. D., Francis, J. Q., Platt II, R. N., Soniat, T. J., Alvarez, D., & Lindsey, L. L. (2019). Mitochondrial DNA sequence data indicate evidence for multiple species within Peromyscus maniculatus. Museum of Texas Tech University.|Greenbaum, I. F., Honeycutt, R. L., & Chirhart, S. E. (2019). Taxonomy and phylogenetics of the Peromyscus maniculatus species group. From field to laboratory: a memorial volume in honor of Robert J. BaNer, 988-1001."
Peromyscus_melanophrys,Peromyscus_leucurus,split from P. melanophrys,split,"López-González, C., García-Mendoza, D. F., López-Vidal, J. C., & Elizalde-Arellano, C. (2019). Multiple lines of evidence reveal a composite of species in the plateau mouse, Peromyscus melanophrys (Rodentia, Cricetidae). Journal of Mammalogy, 100(5), 1583-1598."
Peromyscus_melanophrys,Peromyscus_micropus,split from P. melanophrys,split,"López-González, C., García-Mendoza, D. F., López-Vidal, J. C., & Elizalde-Arellano, C. (2019). Multiple lines of evidence reveal a composite of species in the plateau mouse, Peromyscus melanophrys (Rodentia, Cricetidae). Journal of Mammalogy, 100(5), 1583-1598."
Peromyscus_aztecus,Peromyscus_oaxacensis,split from P. aztecus,split,"Bradley, R. D., Durish, N. D., Rogers, D. S., Miller, J. R., Engstrom, M. D., & Kilpatrick, C. W. (2007). Toward a molecular phylogeny for Peromyscus: evidence from mitochondrial cytochrome-b sequences. Journal of Mammalogy, 88(5), 1146-1159.|Ceballos, G. (Ed.). (2014). Mammals of Mexico. JHU Press."
Peromyscus_maniculatus,Peromyscus_sonoriensis,split from P. maniculatus,split,"Bradley, R. D., Francis, J. Q., Platt II, R. N., Soniat, T. J., Alvarez, D., & Lindsey, L. L. (2019). Mitochondrial DNA sequence data indicate evidence for multiple species within Peromyscus maniculatus. Museum of Texas Tech University.|Greenbaum, I. F., Honeycutt, R. L., & Chirhart, S. E. (2019). Taxonomy and phylogenetics of the Peromyscus maniculatus species group. From field to laboratory: a memorial volume in honor of Robert J. BaNer, 988-1001."
Peromyscus_melanophrys,Peromyscus_zamorae,split from P. melanophrys,split,"López-González, C., García-Mendoza, D. F., López-Vidal, J. C., & Elizalde-Arellano, C. (2019). Multiple lines of evidence reveal a composite of species in the plateau mouse, Peromyscus melanophrys (Rodentia, Cricetidae). Journal of Mammalogy, 100(5), 1583-1598."
Petaurus_breviceps,Petaurus_ariel,split from P. breviceps,split,"Cremona, T., Baker, A. M., Cooper, S. J., Montague-Drake, R., Stobo-Wilson, A. M., & Carthew, S. M. (2021). Integrative taxonomic investigation of Petaurus breviceps (Marsupialia: Petauridae) reveals three distinct species. Zoological Journal of the Linnean Society, 191(2), 503-527."
Petaurus_breviceps,Petaurus_notatus,split from P. breviceps,split,"Malekian, M., Cooper, S. J., Norman, J. A., Christidis, L., & Carthew, S. M. (2010). Molecular systematics and evolutionary origins of the genus Petaurus (Marsupialia: Petauridae) in Australia and New Guinea. Molecular Phylogenetics and Evolution, 54(1), 122-135.|Cremona, T., Baker, A. M., Cooper, S. J., Montague-Drake, R., Stobo-Wilson, A. M., & Carthew, S. M. (2021). Integrative taxonomic investigation of Petaurus breviceps (Marsupialia: Petauridae) reveals three distinct species. Zoological Journal of the Linnean Society, 191(2), 503-527."
Philander_andersoni,Philander_nigratus,split from P. andersoni,split,"Voss, R. S., & Giarla, T. C. (2020). A Revision of Philander (Marsupialia: Didelphidae), Part 2: Phylogenetic Relationships and Morphological Diagnosis of P. nigratus Thomas, 1923. American Museum Novitates, 3955, 1-16."
Phyllotis_osilae,Phyllotis_tucumanus,split from P. osilae,split,"Jayat, J.P., Ortiz, P.E., D'elia, G. 2016. Taxonomy of the Phyllotis osilae species group in Argentina; the status of the ""Rata de los nogales"" (Phyllotis nogalaris Thomas, 1921; Rodentia: Cricetidae). Zootaxa 4083(3):397-417."
Piliocolobus_foai,Piliocolobus_lulindicus,split from P. foai,split,"Groves, C.P. 2007. The taxonomic diversity of the Colobinae of Africa. Journal of Anthropological Sciences 85: 7-34.|Hart, J.A., Maisels, F. & Ting, N. 2020. Piliocolobus lulindicus. The IUCN Red List of Threatened Species 2020: e.T18262A96192471. https://dx.doi.org/10.2305/IUCN.UK.2020-1.RLTS.T18262A96192471.en. Downloaded on 11 August 2020."
Pipistrellus_hanaki,Pipistrellus_creticus,split from P. hanaki,split,"Benda, P., Georgiakakis, P., Dietz, C., Hanák, V., Galanaki, K., Markantonatou, V., ... & Horáček, I. (2008). Bats (Mammalia: Chiroptera) of the Eastern Mediterranean and Middle East. Part 7. The bat fauna of Crete, Greece. Acta Societatis Zoologicae Bohemicae, 72, 105-190.|Benda, P., Spitzenberger, F., Hanák, V., Andreas, M., Reiter, A., Ševčík, M., ... & Uhrin, M. (2014). Bats (Mammalia: Chiroptera) of the Eastern Mediterranean and Middle East. Part 11. On the bat fauna of Libya II. Acta Societatis Zoologicae Bohemicae, 78, 1-162."
Plagiodontia_aedium,Plagiodontia_spelaeum,split from P. aedium,split,"Hansford, J., Nuñez-Miño, J.M., Young, R.P., Brace, S., Brocca, J.L. and Turvey, S.T. 2012. Taxonomy-testing and the 'Goldilocks Hypothesis': morphometric analysis of species diversity in living and extinct Hispaniolan hutias. Systematics and Biodiversity 10(4):491-507.|Fabre, P.-H., Upham, N. S., Emmons, L. H., Justy, F., Leite, Y. L. R., Loss, A. C., Orlando, L., Tilak, M.-K., Patterson, B. D., and Douzery, E. J. P. (2017). Mitogenomic Phylogeny, Diversification, and Biogeography of South American Spiny Rats. Molecular Biology and Evolution. 34 (3): 613–633."
Presbytis_femoralis,Presbytis_percura,split from P. femoralis,split,"Ang, A., Roesma, D. I., Nijman, V., Meier, R., & Srivathsan, A. (2020). Faecal DNA to the rescue: Shotgun sequencing of non-invasive samples reveals two subspecies of Southeast Asian primates to be Critically Endangered species. Scientific Reports, 10(1), 1-16."
Presbytis_femoralis,Presbytis_robinsoni,split from P. femoralis,split,"Ang, A., Roesma, D. I., Nijman, V., Meier, R., & Srivathsan, A. (2020). Faecal DNA to the rescue: Shotgun sequencing of non-invasive samples reveals two subspecies of Southeast Asian primates to be Critically Endangered species. Scientific Reports, 10(1), 1-16."
Rattus_marmosurus,Rattus_facetus,split from R. marmosurus,split,"Thomson, V., Wiewel, A., Chinen, A., Maryanto, I., Sinaga, M. H., How, R., ... & Suzuki, H. (2018). A perspective for resolving the systematics of Rattus, the vertebrates with the most influence on human welfare. Zootaxa, 4459(3), 431-452."
Reithrodon_auritus,Reithrodon_caurinus,split from R. auritus,split,"Wilson D.E., Lacher T.E., Mittermeier R.A. 2017. Handbook of the mammals of the world. Vol. 7. Rodents II. Lynx Edicions, Barcelona."
Rhinolophus_philippinensis,Rhinolophus_achilles,split from R. philippinensis,split,"Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona."
Rhinolophus_simulator,Rhinolophus_alticolus,split from R. simulator,split,"Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona."
Rhinolophus_affinis,Rhinolophus_andamanensis,split from R. affinis,split,"Srinivasulu, C., Srinivasulu, A., Srinivasulu, B., & Jones, G. (2019). Integrated approaches to identifying cryptic bat species in areas of high endemism: The case of Rhinolophus andamanensis in the Andaman Islands. PloS one, 14(10), e0213562."
Rhinolophus_macrotis,Rhinolophus_episcopus,split from R. macrotis,split,"Liu, T., Sun, K., Csorba, G., Zhang, K., Zhang, L., Zhao, H., ... & Feng, J. (2019). Species delimitation and evolutionary reconstruction within an integrative taxonomic framework: A case study on Rhinolophus macrotis complex (Chiroptera: Rhinolophidae). Molecular phylogenetics and evolution, 139, 106544."
Rhinolophus_landeri,Rhinolophus_lobatus,split from R. landeri,split,"Taylor, P. J., Macdonald, A., Goodman, S. M., Kearney, T., Cotterill, F. P., Stoffberg, S., ... & Richards, L. R. (2018). Integrative taxonomy resolves three new cryptic species of small southern African horseshoe bats (Rhinolophus). Zoological Journal of the Linnean Society, 184(4), 1249-1276."
Rhinolophus_pusillus,Rhinolophus_monoceros,split from R. pusillus,split,"Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona."
Rhinolophus_ferrumequinum,Rhinolophus_nippon,split from R. ferrumequinum,split,"Ohdachi, S. D. I, Ishibashi, Y., Iwasa, M. A., & Saitoh, Takashi (2009). The Wild Mammals of Japan, Shoukadoh, Kyoto."
Rhinolophus_cornutus,Rhinolophus_pumilus,split from R. cornutus,split,"Wu, Y., Motokawa, M., Harada, M., Thong, V.D., Lin, L.-K., Li, Y.-C. 2012. Morphometric variation in the pusillus group of teh genus Rhinolophys (Mammalia: Chiroptera: Rhinolophidae) in East Asia. Zoological Science 29: 396-402."
Rhinolophus_swinnyi,Rhinolophus_rhodesiae,split from R. swinnyi,split,"Taylor, P. J., Macdonald, A., Goodman, S. M., Kearney, T., Cotterill, F. P., Stoffberg, S., ... & Richards, L. R. (2018). Integrative taxonomy resolves three new cryptic species of small southern African horseshoe bats (Rhinolophus). Zoological Journal of the Linnean Society, 184(4), 1249-1276."
Saimiri_sciureus,Saimiri_macrodon,split from S. sciureus,split,"Mittermeier R.A., Wilson D.E., Rylands A.B. 2013. Handbook of the mammals of the world. Vol. 3. Primates. Lynx Edicions.|Lynch-Alfaro, J., Boubli, J.P., Paim, F.P., Ribas, C.C., Silva, M.N., Messias, M.R., Röhe, F., Mercês, M.P., Silva Jr., J.S., Silva, C.R., Pinho, G.M., Koshkarian, G., Nguyen, M.T.T., Harada, M.L., Rabelo, R.M., Queiroz, H.L., Alfaro, M.E. and Farias, I.P. 2015. Biogeography of squirrel monkeys (genus Saimiri): south-central Amazon origin and rapid pan-Amazonian diversification of a lowland primate. Molecular Phylogenetics Evolution 82(B): 436-454."
Scarturus_elator,Scarturus_toussi,split from S. elator,split,"Darvish, J., Hajjar, T., Moghadam, M. M., Hadad, F., & Akbari, R. S. (2008). New species of five-toed jerboa (Rodentia: Dipodidae, Allactaginae) from north-east Iran.|Lebedev, V.S., Bannikova, A.A., Pagès, M., Pisano, J., Michaux, J.R. & Shenbrot, G.I. (2012). Molecular phylogeny and systematics of Dipodoidea: a test of morphology‐based hypotheses. —Zoologica Scripta, 42, 231–249.|Wilson, D. E., Mittermeier, R. A. and Lacher, T. E. (2017) Handbook of the Mammals of the World. Volume 7: Rodents II. Lynx Edicions|Bannikova, A., Lebedev, V., Dubrovskaya, A., Solovyeva, E., Moskalenko, V., Kryštufek, B., ... & Shenbrot, G. (2019). Genetic evidence for several cryptic species within the Scarturus elater species complex (Rodentia: Dipodoidea): when cryptic species are really cryptic. Biological Journal of the Linnean Society, 126(1), 16-39."
Scotophilus_leucogaster,Scotophilus_altilis,split from S. leucogaster,split,"Vallo, P., Reeder, D. M., Vodzak, M. E., & Benda, P. (2019). Resurrection of an East African house bat species Scotophilus altilis Allen, 1914 (Chiroptera: Vespertilionidae). Zootaxa, 4577(1), 148-160."
Scotophilus_nigrita,Scotophilus_colias,split from S. nigrita,split,"Vallo, P., & Van Cakenberghe, V. (2017). Advances in taxonomy of African house bats (Scotophilus, Vespertilionidae). Afr. Bat Conserv. News, 46, 1-6."
Sminthopsis_macroura,Sminthopsis_froggatti,split from S. macroura,split,"Blacket, M. J., Adams, M., Cooper, S. J., Krajewski, C., & Westerman, M. (2001). Systematics and evolution of the dasyurid marsupial genus Sminthopsis: I. The macroura species group. Journal of Mammalian Evolution, 8(2), 149-170.|Umbrello, L. S., Didham, R. K., How, R. A., & Huey, J. A. (2020). Multi-Species Phylogeography of Arid-Zone Sminthopsinae (Marsupialia: Dasyuridae) Reveals Evidence of Refugia and Population Expansion in Response to Quaternary Change. Genes, 11(9), 963."
