MDDv1.0_name,MDDv2.0_name,Comments,Category,References
Microsciurus_flaviventer,Microsciurus_sabanillae,split from M. flaviventer,split,"Patton, J. L., Pardiñas, U. F., & D'Elía, G. (2015). Mammals of South America, Volume 2: Rodents (Vol. 2). University of Chicago Press.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Museomics of tree squirrels: A dense taxon sampling of mitogenomes reveals hidden diversity, phenotypic convergence, and the need of a taxonomic overhaul. BMC Evolutionary Biology, 20, 1-77.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Spatiotemporal diversification of tree squirrels: is the South American invasion and speciation really that recent and fast?. Frontiers in Ecology and Evolution, 8, 230."
Microsciurus_flaviventer,Microsciurus_similis,split from M. flaviventer,split,"Patton, J. L., Pardiñas, U. F., & D'Elía, G. (2015). Mammals of South America, Volume 2: Rodents (Vol. 2). University of Chicago Press.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Museomics of tree squirrels: A dense taxon sampling of mitogenomes reveals hidden diversity, phenotypic convergence, and the need of a taxonomic overhaul. BMC Evolutionary Biology, 20, 1-77.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Spatiotemporal diversification of tree squirrels: is the South American invasion and speciation really that recent and fast?. Frontiers in Ecology and Evolution, 8, 230."
Microsciurus_flaviventer,Microsciurus_simonsi,split from M. flaviventer,split,"Patton, J. L., Pardiñas, U. F., & D'Elía, G. (2015). Mammals of South America, Volume 2: Rodents (Vol. 2). University of Chicago Press.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Museomics of tree squirrels: A dense taxon sampling of mitogenomes reveals hidden diversity, phenotypic convergence, and the need of a taxonomic overhaul. BMC Evolutionary Biology, 20, 1-77.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Spatiotemporal diversification of tree squirrels: is the South American invasion and speciation really that recent and fast?. Frontiers in Ecology and Evolution, 8, 230."
Microsciurus_mimulus,Microsciurus_boquetensis,split from M. mimulus,split,"Patton, J. L., Pardiñas, U. F., & D'Elía, G. (2015). Mammals of South America, Volume 2: Rodents (Vol. 2). University of Chicago Press.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Museomics of tree squirrels: A dense taxon sampling of mitogenomes reveals hidden diversity, phenotypic convergence, and the need of a taxonomic overhaul. BMC Evolutionary Biology, 20, 1-77.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Spatiotemporal diversification of tree squirrels: is the South American invasion and speciation really that recent and fast?. Frontiers in Ecology and Evolution, 8, 230."
Microsciurus_mimulus,Microsciurus_isthmius,split from M. mimulus,split,"Patton, J. L., Pardiñas, U. F., & D'Elía, G. (2015). Mammals of South America, Volume 2: Rodents (Vol. 2). University of Chicago Press.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Museomics of tree squirrels: A dense taxon sampling of mitogenomes reveals hidden diversity, phenotypic convergence, and the need of a taxonomic overhaul. BMC Evolutionary Biology, 20, 1-77.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Spatiotemporal diversification of tree squirrels: is the South American invasion and speciation really that recent and fast?. Frontiers in Ecology and Evolution, 8, 230."
Microtus_agrestis,Microtus_lavernedii,split from M. agrestis,split,"Paupério, J., Herman, J. S., Melo?Ferreira, J., Jaarola, M., Alves, P. C., & Searle, J. B. (2012). Cryptic speciation in the field vole: a multilocus approach confirms three highly divergent lineages in E urasia. Molecular Ecology, 21(24), 6015-6032."
Microtus_agrestis,Microtus_rozianus,split from M. agrestis,split,"Paupério, J., Herman, J. S., Melo?Ferreira, J., Jaarola, M., Alves, P. C., & Searle, J. B. (2012). Cryptic speciation in the field vole: a multilocus approach confirms three highly divergent lineages in E urasia. Molecular Ecology, 21(24), 6015-6032."
Microtus_mexicanus,Microtus_mogollonensis,split from M. mexicanus,split,"Crawford, D. L., Dragoo, J. W., Smith, F. A., & Chavez, A. N. (2011). Diversification within the Mexican vole (Microtus mexicanus) and the role of post-Pleistocene climate change. Western North American Naturalist, 71(2), 176-194."
Microtus_mystacinus,Microtus_rossiaemeridionalis,split from M. mystacinus,split,"Mahmoudi, A., Darvish, J., Aliabadian, M., Khosravi, M., Golenishchev, F. N., & KRYŠTUFEK, B. (2014). Chromosomal diversity in the genus Microtus at its southern distributional margin in Iran. Folia Zool, 63(4), 290-295.|Mahmoudi, A., Darvish, J., Aliabadian, M., Moghaddam, F. Y., & Kryštufek, B. (2017). New insight into the cradle of the grey voles (subgenus Microtus) inferred from mitochondrial cytochrome b sequences. Mammalia, 81(6), 583-593.|Golenishchev, F., Malikov, V., Petrova, T., Bodrov, S., & Abramson, N. (2019). Toward assembling a taxonomic puzzle: Case study of Iranian gray voles of the subgenus Microtus (Rodentia, Cricetidae). Mammalian Biology, 94(1), 98-105.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Microtus_pennsylvanicus,Microtus_drummondii,split from M. pennsylvanicus,split,"Jackson, D. J., & Cook, J. A. (2020). A precarious future for distinctive peripheral populations of meadow voles (Microtus pennsylvanicus). Journal of Mammalogy, 101(1), 36-51."
Microtus_pennsylvanicus,Microtus_dukecampbelli,split from M. pennsylvanicus,split,"Jackson, D. J., & Cook, J. A. (2020). A precarious future for distinctive peripheral populations of meadow voles (Microtus pennsylvanicus). Journal of Mammalogy, 101(1), 36-51."
Microtus_subterraneus,Microtus_fingeri,split from M. subterraneus,split,"Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Microtus_transcaspicus,Microtus_kermanensis,split from M. transcaspicus,split,"Golenishchev, F.N., Malikov, V.G., Bulatova, N.Sh., Vazari, A.Sh. and Nazari, F. 2000. Some new data on morphology and karyology of Microtus kermanensis (Rodentia, Arvcolinae) and supposed phylogeographic history of the ""Aravaloid"" voles. In: Agadjanian, A.K., and Orlov, V.N. (eds), Systematics and Phylogeny of the Rodents and Lagomorphs, pp. 34-36. Russian Academy of Sciences, Moscow.|Golenishchev, F., Malikov, V., Petrova, T., Bodrov, S., & Abramson, N. (2019). Toward assembling a taxonomic puzzle: Case study of Iranian gray voles of the subgenus Microtus (Rodentia, Cricetidae). Mammalian Biology, 94(1), 98-105."
Miniopterus_schreibersii,Miniopterus_eschscholtzii,split from M. schreibersii,split,"Miller-Butterworth, C. M., Murphy, W. J., O'Brien, S. J., Jacobs, D. S., Springer, M. S., & Teeling, E. C. (2007). A family matter: conclusive resolution of the taxonomic position of the long-fingered bats, Miniopterus. Molecular Biology and Evolution, 24(7), 1553-1561.|Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona."
Miniopterus_schreibersii,Miniopterus_villiersi,split from M. schreibersii,split,"Miller-Butterworth, C. M., Murphy, W. J., O'Brien, S. J., Jacobs, D. S., Springer, M. S., & Teeling, E. C. (2007). A family matter: conclusive resolution of the taxonomic position of the long-fingered bats, Miniopterus. Molecular Biology and Evolution, 24(7), 1553-1561.|Monadjem, A., Shapiro, J. T., Richards, L. R., Karabulut, H., Crawley, W., Nielsen, I. B., ... & Mourier, T. (2019). Systematics of West African Miniopterus with the description of a new species. Acta Chiropterologica, 21(2), 237-256."
Mogera_insularis,Mogera_hainana,split from M. insularis,split,"Tu, F., Zhai, X., Zhao, W., & Wang, J. (2021). New Mitogenome of the Hainan Mole Mogera hainana and Taxonomic Implications Based on Molecular Data. Mammal Study, 47(1), 1-7."
Mogera_wogura,Mogera_robusta,split from M. wogura,split,"Zemlemerova, E., Abramov, A., Kryukov, A., Lebedev, V., Min, M. S., Lee, S. J., & Bannikova, A. (2019). Genetic and morphologic diversity of the moles (Talpomorpha, Talpidae, Mogera) from the continental Far East. Journal of Zoological Systematics and Evolutionary Research, 57(3), 662-678."
Molossops_temminckii,Molossops_griseiventer,split from M. temminckii,split,"Ramírez-Chaves, H. E., Morales-Martínez, D. M., Martínez-Medina, D., Ossa-López, P. A., & Rivera-Páez, F. A. (2023). Revising the diversity within the Dwarf Dog-faced Bat, Molossops temminckii (Chiroptera, Molossidae), with the revalidation of the endangered Molossops griseiventer. ZooKeys, 1180, 237-256."
Molossus_currentium,Molossus_bondae,split from M. currentium,split,"Loureiro, L. O., Engstrom, M. D., & Lim, B. K. (2020). Single nucleotide polymorphisms (SNPs) provide unprecedented resolution of species boundaries, phylogenetic relationships, and genetic diversity in the mastiff bats (Molossus). Molecular Phylogenetics and Evolution, 143, 106690."
Molossus_molossus,Molossus_verrilli,split from M. molossus,split,"Loureiro, L. O., Engstrom, M., Lim, B., González, C. L., & Juste, J. (2019). Not all Molossus are created equal: genetic variation in the mastiff bat reveals diversity masked by conservative morphology. Acta Chiropterologica, 21(1), 51-64."
Molossus_rufus,Molossus_fluminensis,split from M. rufus,split,"Loureiro, L. O., Engstrom, M. D., & Lim, B. K. (2020). Single nucleotide polymorphisms (SNPs) provide unprecedented resolution of species boundaries, phylogenetic relationships, and genetic diversity in the mastiff bats (Molossus). Molecular Phylogenetics and Evolution, 143, 106690."
Molossus_rufus,Molossus_nigricans,split from M. rufus,split,"Loureiro, L. O., Engstrom, M. D., & Lim, B. K. (2020). Single nucleotide polymorphisms (SNPs) provide unprecedented resolution of species boundaries, phylogenetic relationships, and genetic diversity in the mastiff bats (Molossus). Molecular Phylogenetics and Evolution, 143, 106690."
Murexia_longicaudata,Murexia_aspera,split from M. longicaudata,split,"Woolley, P. A., Krajewski, C., & Westerman, M. (2020). The endemic New Guinean genus Murexia (Dasyuromorphia: Dasyuridae). How many species? An analysis based on morphological, distributional and molecular data. Australian Journal of Zoology, 67(3), 134-144.|Baker, A., Eldridge, M., Fisher, D. O., Frankham, G., Helgen, K. M., Jackson, S. M., ... & Umbrello, L. (2023). Taxonomy and diversity of living Australasian marsupials. American and Australasian Marsupials: an evolutionary, biogeographical, and ecological approach, 1-85."
Murexia_longicaudata,Murexia_maxima,split from M. longicaudata,split,"Woolley, P. A., Krajewski, C., & Westerman, M. (2020). The endemic New Guinean genus Murexia (Dasyuromorphia: Dasyuridae). How many species? An analysis based on morphological, distributional and molecular data. Australian Journal of Zoology, 67(3), 134-144.|Baker, A., Eldridge, M., Fisher, D. O., Frankham, G., Helgen, K. M., Jackson, S. M., ... & Umbrello, L. (2023). Taxonomy and diversity of living Australasian marsupials. American and Australasian Marsupials: an evolutionary, biogeographical, and ecological approach, 1-85."
Murexia_longicaudata,Murexia_murex,split from M. longicaudata,split,"Woolley, P. A., Krajewski, C., & Westerman, M. (2020). The endemic New Guinean genus Murexia (Dasyuromorphia: Dasyuridae). How many species? An analysis based on morphological, distributional and molecular data. Australian Journal of Zoology, 67(3), 134-144.|Baker, A., Eldridge, M., Fisher, D. O., Frankham, G., Helgen, K. M., Jackson, S. M., ... & Umbrello, L. (2023). Taxonomy and diversity of living Australasian marsupials. American and Australasian Marsupials: an evolutionary, biogeographical, and ecological approach, 1-85."
Murexia_melanura,Murexia_wilhelmina,split from M. melanura,split,"Woolley, P. A., Krajewski, C., & Westerman, M. (2020). The endemic New Guinean genus Murexia (Dasyuromorphia: Dasyuridae). How many species? An analysis based on morphological, distributional and molecular data. Australian Journal of Zoology, 67(3), 134-144.|Baker, A., Eldridge, M., Fisher, D. O., Frankham, G., Helgen, K. M., Jackson, S. M., ... & Umbrello, L. (2023). Taxonomy and diversity of living Australasian marsupials. American and Australasian Marsupials: an evolutionary, biogeographical, and ecological approach, 1-85."
Murexia_naso,Murexia_tafa,split from M. naso,split,"Woolley, P. A., Krajewski, C., & Westerman, M. (2020). The endemic New Guinean genus Murexia (Dasyuromorphia: Dasyuridae). How many species? An analysis based on morphological, distributional and molecular data. Australian Journal of Zoology, 67(3), 134-144.|Baker, A., Eldridge, M., Fisher, D. O., Frankham, G., Helgen, K. M., Jackson, S. M., ... & Umbrello, L. (2023). Taxonomy and diversity of living Australasian marsupials. American and Australasian Marsupials: an evolutionary, biogeographical, and ecological approach, 1-85."
Mustela_erminea,Mustela_haidarum,split from M. erminea,split,"Colella, J. P., Frederick, L. M., Talbot, S. L., & Cook, J. A. (2021). Extrinsically reinforced hybrid speciation within Holarctic ermine (Mustela spp.) produces an insular endemic. Diversity and Distributions, 00, 1-16."
Mustela_erminea,Mustela_richardsonii,split from M. erminea,split,"Colella, J. P., Frederick, L. M., Talbot, S. L., & Cook, J. A. (2021). Extrinsically reinforced hybrid speciation within Holarctic ermine (Mustela spp.) produces an insular endemic. Diversity and Distributions, 00, 1-16."
Mustela_nivalis,Mustela_aistoodonnivalis,split from M. nivalis,split,"Abramov, A. V. (2006). Taxonomic remarks on two poorly known South-east Asian weasels (Mustelidae, Mustela). Small Carnivore Conservation, 34(35), 22-24.|Groves, C. (2007). On some weasels Mustela from eastern Asia. Small Carnivore Conservation 37: 21–25.|Liu, Y., Pu, Y., Chen, S., Wang, X., Murphy, R. W., Wang, X., ... & Liu, S. (2023). Revalidation and expanded description of Mustela aistoodonnivalis (Mustelidae: Carnivora) based on a multigene phylogeny and morphology. Ecology and Evolution, 13(4), e9944."
Myomyscus_brockmani,Ochromyscus_niveiventris,split from M. brockmani,split,"Nicolas, V., Mikula, O., Lavrenchenko, L. A., Šumbera, R., Bartáková, V., Bryjová, A., ... & Bryja, J. (2021). Phylogenomics of African radiation of Praomyini (Muridae: aMurinae) rodents: first fully resolved phylogeny, evolutionary history and delimitation of extant genera. Molecular Phylogenetics and Evolution, 107263.|Meheretu, Y., Mikula, O., Frynta, D., Frýdlová, P., Mulualem, G., Lavrenchenko, L. A., ... & Bryja, J. (2023). Phylogeny, biogeography, and integrative taxonomic revision of the Afro-Arabian rodent genus Ochromyscus (Muridae: Murinae: Praomyini). Zoological Journal of the Linnean Society, zlad158."
Myotis_chiloensis,Myotis_arescens,split from M. chiloensis,split,"Novaes, R. L. M., Rodríguez-San Pedro, A., Saldarriaga-Córdoba, M. M., Aguilera-Acuña, O., Wilson, D., & Moratelli, R. (2022). Systematic review of Myotis (Chiroptera, Vespertilionidae) from Chile based on molecular, morphological, and bioacoustic data. Zootaxa, 5188(5), 430-452."
Myotis_davidii,Myotis_nipalensis,split from M. davidii,split,"Mayer, F., Dietz, C., & Kiefer, A. (2007). Molecular species identification boosts bat diversity. Frontiers in zoology, 4(1), 4.|Dietz, C., Gazaryan, A., Papov, G., Dundarova, H., & Mayer, F. (2016). Myotis hajastanicus is a local vicariant of a widespread species rather than a critically endangered endemic of the Sevan lake basin (Armenia). Mammalian Biology, 81(5), 518-522.|Benda, P., Abi Said, M. R., Jaoude, I. B., Karanouh, R., Lu?an, R. K., Sadek, R., ... & Horá?ek, I. (2016). Bats (Mammalia: Chiroptera) of the Eastern Mediterranean and Middle East. Part 13. Review of distribution and ectoparasites of bats in Lebanon. Acta Societatis Zoologicae Bohemicae, 80, 207-316.|Ruedi, M., Saikia, U., Thabah, A., Görföl, T., Thapa, S., & Csorba, G. (2021). Molecular and morphological revision of small Myotinae from the Himalayas shed new light on the poorly known genus Submyotodon (Chiroptera: Vespertilionidae). Mammalian Biology."
